Timestamp,Latitude,Longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Traffic_Light_State,Weather_Condition,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h,Traffic_Condition
2024-03-01 00:00:00,40.842275292891834,-73.70314869323049,205,49.89343479610332,82.65277992850861,Yellow,Clear,0,-0.6091990900689384,2,45,450.7600550695179,19.57433652960039,High
2024-03-01 00:05:00,40.8311193987152,-73.9873540904415,202,22.383964870087855,45.82929780270145,Green,Clear,0,0.965442369948869,16,1,321.8003405168867,5.385553512193732,High
2024-03-01 00:10:00,40.81954876392327,-73.73246185831279,252,46.889699439334876,82.77246480269831,Green,Rain,0,0.2896603158283986,16,49,231.1526548042294,10.277477486419944,High
2024-03-01 00:15:00,40.72584887921568,-73.98013411315877,37,5.73053642288215,37.69556743980888,Red,Fog,0,-0.27196473819133926,66,10,410.3842921098877,29.243279449960266,High
2024-03-01 00:20:00,40.81326467769622,-73.96163054358502,64,61.34803435570192,22.31335794983795,Red,Snow,0,-0.7976056171199948,3,5,364.46634168756805,16.801458761149803,Low
2024-03-01 00:25:00,40.64111174659454,-73.82509533565383,125,9.150745620777421,72.79990343468822,Green,Clear,0,-0.5946363258437672,78,27,349.0453075341282,29.805841938330232,High
2024-03-01 00:30:00,40.797138602855775,-73.79744494323391,125,9.162774286317184,34.182018012741636,Green,Snow,0,0.5442838486792319,21,42,363.7459309898909,18.890578675520043,High
2024-03-01 00:35:00,40.81236201552322,-73.80175125224379,130,40.993622396031405,40.427932319372374,Yellow,Clear,0,0.7440578886965032,92,22,82.19081477288391,12.117573134703528,Medium
2024-03-01 00:40:00,40.717006277985334,-73.78956236690148,67,73.90533684403202,80.60737469182321,Green,Clear,0,-0.4399310045244551,27,4,477.23241995534653,17.22367898264705,High
2024-03-01 00:45:00,40.87236437726417,-73.74020999668821,12,65.53559165495976,47.11495674614308,Green,Fog,0,0.5666006957850183,28,8,56.865403561767266,13.04474290683431,Low
2024-03-01 00:50:00,40.72249548994771,-73.83021193413559,117,60.481377184050814,56.001738449270526,Green,Fog,0,0.6664657071865467,77,39,295.9050841290863,18.446978633014034,Medium
2024-03-01 00:55:00,40.79353376270334,-73.98380906075664,12,38.73987429516659,69.65316330616227,Green,Fog,0,0.7141623836873849,14,2,179.55588051529534,22.226653546783027,Medium
2024-03-01 01:00:00,40.89474426796246,-73.74201042789959,97,61.94792468231577,17.328211252878866,Red,Fog,0,-0.4160295300566128,70,12,157.00581313571243,7.226278360692663,Low
2024-03-01 01:05:00,40.82852824860497,-73.740942038757,265,64.42220656036997,94.97458762743562,Yellow,Rain,0,-0.509843380609708,72,24,323.52502528496336,16.808287514257266,High
2024-03-01 01:10:00,40.64996313506776,-73.96601803074172,187,24.435895690008063,47.48922185752585,Red,Snow,0,0.36236838782762315,83,36,351.410216996325,7.264291396576307,Medium
2024-03-01 01:15:00,40.84620305175721,-73.88224990080543,139,21.673023110525918,45.857087741282875,Red,Clear,0,0.7311004064796309,25,8,421.73816741660187,7.12983667274067,Medium
2024-03-01 01:20:00,40.735330932085944,-73.92847504458499,298,39.8146802697647,73.0033476502656,Green,Snow,0,0.30202931279572787,34,39,108.97478132734614,20.30003674919476,High
2024-03-01 01:25:00,40.652881362011044,-73.84149222739376,168,71.17270013565329,90.3311355095128,Red,Snow,0,-0.18713336860589314,33,6,122.32794699154114,29.551370001069635,High
2024-03-01 01:30:00,40.75553084654906,-73.80884496929514,188,50.22358935829257,85.22206471130797,Yellow,Rain,0,-0.7701418177688828,35,47,391.9104428862423,11.82297830383838,High
2024-03-01 01:35:00,40.72540504944828,-73.98032961025936,176,19.51636298845032,89.38515987287367,Green,Snow,0,0.38651537790023927,80,10,106.87010806907321,18.44268948648869,High
2024-03-01 01:40:00,40.762042045927856,-73.79413576366532,38,60.81684312012823,48.5543592082827,Red,Clear,0,0.21551347625494865,25,39,182.07658609405058,18.188052384304385,Low
2024-03-01 01:45:00,40.868216704202474,-73.97079464706162,113,36.09859481632135,82.04990255159494,Green,Clear,0,-0.7653051192371645,32,7,470.3349269243291,8.304640100191714,High
2024-03-01 01:50:00,40.76353773977935,-73.74218839187681,56,57.38454322166173,24.764000188126225,Green,Rain,0,-0.8891883051351825,35,34,263.2759892873477,20.718723109662093,Low
2024-03-01 01:55:00,40.86608116490231,-73.96230427102891,114,79.99755567864995,25.02061511790715,Yellow,Rain,0,0.552604021206045,95,10,192.10991670597215,7.2327914211873745,Medium
2024-03-01 02:00:00,40.86982813220531,-73.81569064335004,17,71.09147217572958,78.95197163446714,Yellow,Clear,0,0.19082774926465151,91,2,234.09635550389484,20.24696728592339,Medium
2024-03-01 02:05:00,40.631739340636074,-73.80265007833458,80,47.49605859316661,63.054490923722156,Red,Clear,0,-0.5591570107296344,42,27,351.9970574018992,16.222708241505984,Medium
2024-03-01 02:10:00,40.82747192878859,-73.73075799751419,231,26.915595300879552,24.62641256418302,Yellow,Snow,0,-0.2481712155713014,90,37,377.44668681276335,29.470999744977206,High
2024-03-01 02:15:00,40.791042811421576,-73.97259663016875,175,74.60523206298218,92.46344883603001,Red,Clear,0,-0.013383938649335514,68,21,101.38611454932743,9.823282793638544,High
2024-03-01 02:20:00,40.65820558554093,-73.76058947344214,188,15.567148469930748,54.77980321069173,Green,Fog,0,0.2526972102179952,33,48,369.76034546643893,28.732898162954257,High
2024-03-01 02:25:00,40.67393407647247,-73.90893909098952,167,48.58248889932586,39.12002346933019,Green,Snow,0,0.7879892389354362,79,23,300.3471900525193,17.971927208222596,Medium
2024-03-01 02:30:00,40.89451760165618,-73.79768762808786,91,77.62586240471275,39.72487960283732,Yellow,Snow,0,6.6979644495201995e-06,71,13,242.87191747209764,15.704331724906908,Low
2024-03-01 02:35:00,40.73719673516693,-73.90429715081174,232,31.17867378139349,92.06030033344884,Green,Fog,0,-0.2525482774076462,92,26,442.58909979993064,29.062142723413142,High
2024-03-01 02:40:00,40.71339651111975,-73.85200895536401,218,54.07900288400693,52.49588573785195,Red,Fog,0,-0.6501268299231739,71,7,179.6482813525277,5.926474070098918,High
2024-03-01 02:45:00,40.6874729675187,-73.99562660252461,178,45.1138083631014,40.98205381654071,Red,Clear,0,0.49761006879809866,87,8,103.7934778809011,22.510057133372374,Medium
2024-03-01 02:50:00,40.65934012317005,-73.94228394775335,184,55.882930412008854,39.047513307469494,Yellow,Fog,0,-0.5360622080462965,80,1,151.10462846324134,27.427190421145646,Medium
2024-03-01 02:55:00,40.690473739129594,-73.97280138607873,57,78.34660844722822,10.343836706850993,Red,Rain,1,0.38695271969142775,65,34,427.3933685083768,11.745137688178119,High
2024-03-01 03:00:00,40.877361301786884,-73.72960085038339,52,72.67421356190098,82.63390703511475,Green,Rain,0,0.7093411006019192,40,48,131.18073333454146,21.297498144452423,High
2024-03-01 03:05:00,40.82978327892153,-73.81148010444957,167,25.972424049096322,73.0927863433374,Green,Fog,0,-0.5762364848206956,73,11,362.1701082855061,14.642845886414461,Medium
2024-03-01 03:10:00,40.60993112036775,-73.90914507367428,197,75.04964465908137,80.57636222919484,Green,Rain,0,0.07136513232893016,17,33,144.469010052026,6.467794258638594,High
2024-03-01 03:15:00,40.76596811933281,-73.9510657177867,120,28.45428068369029,88.91625854493435,Red,Rain,1,-0.12026269994859007,73,41,388.63280159954843,17.314707524943053,High
2024-03-01 03:20:00,40.72140396949303,-73.82165453145592,100,27.5204732653235,65.0461003723046,Red,Fog,0,-0.4469900480251843,3,25,72.31613698129841,16.948276343160508,Medium
2024-03-01 03:25:00,40.6900854463809,-73.83530903753847,287,52.860873480089836,36.13426324812147,Green,Rain,0,-0.5450682248436705,90,25,100.60884505356618,21.227486392459436,High
2024-03-01 03:30:00,40.741251974141356,-73.98342338997445,69,38.218447851740024,74.93906729152008,Green,Rain,0,-0.9205966498656433,2,9,397.9887354667196,16.98513902146859,Medium
2024-03-01 03:35:00,40.666989629209645,-73.81812960898553,145,41.962847944971905,39.80280635029857,Yellow,Snow,0,-0.5471756670295298,3,34,204.13901968689626,22.394187139386464,Medium
2024-03-01 03:40:00,40.646943502984364,-73.71582237527755,284,7.029178890541983,98.42862842720133,Green,Snow,0,-0.9866476533532107,43,27,68.99947647592748,29.371101030111532,High
2024-03-01 03:45:00,40.88031233248194,-73.86604614064487,79,60.28169792627553,40.184704954994814,Red,Rain,0,-0.21963822969397118,3,37,213.24818443865044,9.854465062945781,Low
2024-03-01 03:50:00,40.87991608617803,-73.98463202553815,11,9.319160749520845,22.47702105867736,Green,Fog,0,0.4612918124683303,99,44,235.92703078060367,20.10842521558271,High
2024-03-01 03:55:00,40.80872296900465,-73.86498144465455,271,23.190552504015525,45.034081468371255,Green,Snow,1,0.6718498809079942,1,40,245.08622861703347,21.33977152794857,High
2024-03-01 04:00:00,40.63494665055749,-73.76998248459255,225,73.80382207885744,49.80791603476349,Red,Snow,0,0.5561346598810424,10,9,158.78453447625284,20.101910588982427,High
2024-03-01 04:05:00,40.715459194951784,-73.78625345617166,280,41.071266649092394,96.41704433896126,Red,Clear,0,0.03721637036074443,44,47,497.50633672089344,18.62749970365749,High
2024-03-01 04:10:00,40.70766328143659,-73.96944801770442,46,41.35789622022762,13.839692307105942,Yellow,Snow,0,0.04934355329457474,58,20,316.1279239393985,15.482285113965355,Low
2024-03-01 04:15:00,40.68895748109208,-73.91502009404968,73,52.216488223446305,83.16622838296281,Yellow,Fog,0,0.5175470843898515,88,0,494.7243931868538,16.626551561121747,High
2024-03-01 04:20:00,40.81480784719429,-73.98167680151965,144,45.6098953431605,47.9161781837563,Green,Snow,0,0.789262135207371,46,49,412.43526497776287,8.938115763058875,Medium
2024-03-01 04:25:00,40.69784109035334,-73.77825616494698,26,57.46718726223782,13.728001546595104,Green,Snow,0,-0.3129544798065804,33,9,309.9899122081785,5.260934678882574,Low
2024-03-01 04:30:00,40.88394825410715,-73.95429461937061,299,16.81106266575573,64.80429861209922,Green,Fog,0,-0.15102135860191823,49,20,285.05238479526884,9.860471379386835,High
2024-03-01 04:35:00,40.70454453650301,-73.72546494370914,154,22.818286277297425,50.716088017467264,Yellow,Snow,0,-0.8060828099165109,87,11,293.1259911839219,20.932529293758215,Medium
2024-03-01 04:40:00,40.83381286787973,-73.82147978261627,151,42.13486623161436,68.15273982778378,Yellow,Snow,0,-0.2887040237938754,79,49,102.92207184359725,14.066453810758613,Medium
2024-03-01 04:45:00,40.66622594897056,-73.84296010522051,150,43.632900434981096,13.381769109148305,Green,Clear,0,0.7732679229884583,1,30,414.1457229742099,6.8134472095494925,Medium
2024-03-01 04:50:00,40.68549877033832,-73.95575313900638,224,44.028350997464244,56.79673116022704,Green,Clear,0,-0.6701621670944911,23,30,390.00108848243826,19.924865076539245,High
2024-03-01 04:55:00,40.738816847077594,-73.98731052988889,293,32.265040983399196,92.77027574037835,Green,Snow,1,-0.939420733352309,64,0,162.5534163690799,18.59836662700441,High
2024-03-01 05:00:00,40.82497792746277,-73.89713429620456,57,20.330510726738027,28.891631229988775,Yellow,Clear,0,0.2731662510843942,35,43,330.6898963668321,20.56406796291691,Medium
2024-03-01 05:05:00,40.728536821239835,-73.85422661291005,286,51.55835982917331,99.64162215486093,Green,Snow,0,-0.6258694423309457,34,21,419.47877790108237,21.02857743269327,High
2024-03-01 05:10:00,40.76102610159575,-73.72598072831252,73,5.235374417868684,93.55531179975526,Green,Fog,0,0.06243031969361734,99,22,189.91532775001093,11.989570745690468,High
2024-03-01 05:15:00,40.8870888492091,-73.72519380384816,14,18.70803741213166,42.96812517690884,Yellow,Snow,1,-0.8008142499141737,11,27,243.71706940037825,21.627124423806887,High
2024-03-01 05:20:00,40.852932854711646,-73.81839546522251,265,24.33924682493923,83.91090395688519,Yellow,Snow,0,-0.9375404170263137,88,1,448.80392159090997,7.424504353870416,High
2024-03-01 05:25:00,40.64387109029081,-73.79037939565546,56,65.82208947578665,80.97585857974069,Green,Clear,0,0.3304622027070543,64,5,499.6357758161299,29.807229980031988,High
2024-03-01 05:30:00,40.84231055644127,-73.86010245731221,144,40.82501541871341,46.339985631235464,Green,Fog,0,-0.22141980385371385,62,3,325.45454744496004,19.13591765536924,Medium
2024-03-01 05:35:00,40.804200223789366,-73.8401920712093,115,16.839692438276156,93.73114037263397,Green,Snow,0,0.8600552699642059,23,6,68.86910368114084,5.314665558368691,High
2024-03-01 05:40:00,40.73202113217576,-73.71380844481168,11,44.26966120843294,62.258861054791495,Green,Fog,0,0.7924003535653457,94,5,128.41737681900975,9.404095573624723,Medium
2024-03-01 05:45:00,40.663336176926336,-73.91330114985531,234,43.86167334021748,98.6140278342933,Red,Fog,0,0.5673520388654962,92,24,170.10342995350248,14.901411174617824,High
2024-03-01 05:50:00,40.769751027371576,-73.72110691296407,246,12.333480518893055,92.514586669118,Red,Fog,0,0.3337468638717138,8,26,242.97568595240017,6.605812060858347,High
2024-03-01 05:55:00,40.69700564791232,-73.9469249441207,13,8.567387828650014,77.26564970712401,Red,Snow,0,0.9791522224280984,93,23,198.21755123249818,8.311876753129077,High
2024-03-01 06:00:00,40.856072773228384,-73.79000289053337,176,60.36147621184783,31.246595913538023,Green,Clear,0,-0.7814736224415133,28,46,251.3769818869556,23.195480238855247,Medium
2024-03-01 06:05:00,40.86917162786176,-73.91349431519171,176,76.1008085232942,95.37055178754485,Green,Rain,0,0.9954349587343638,19,23,286.01136951166745,18.531052594849506,High
2024-03-01 06:10:00,40.693590466802185,-73.79771272493758,95,18.249238556951575,20.996498078658263,Yellow,Clear,0,0.5647806268134108,2,39,272.72682649063324,21.536330280697563,High
2024-03-01 06:15:00,40.804500524498344,-73.95187970227337,54,77.8792493518617,26.052238212547064,Red,Snow,0,0.7383721624507811,10,49,479.255561640764,17.964474166683356,Low
2024-03-01 06:20:00,40.86763656524909,-73.73173643056941,200,37.78574147628989,78.31278088723474,Red,Snow,0,-0.9969335526934229,77,16,188.2804296161154,13.037593575621562,Medium
2024-03-01 06:25:00,40.808622093881326,-73.90709838537566,236,66.90866594654275,15.460302206921815,Red,Snow,0,0.4806257421431781,63,18,110.06733809347969,17.581242690833946,High
2024-03-01 06:30:00,40.73631266465193,-73.85978460521582,147,11.623676967032296,93.09049154429525,Yellow,Clear,0,-0.41926807375389186,89,29,228.28406462416896,6.338511739845085,High
2024-03-01 06:35:00,40.60376136260493,-73.9723485476488,155,21.143661842276124,97.5150923158531,Yellow,Snow,0,0.6877609843965422,95,4,495.18065172422735,24.291517475980488,High
2024-03-01 06:40:00,40.73115648118968,-73.75293435630361,81,68.87961408691379,44.07587049607932,Red,Clear,1,0.04610746711601177,67,2,282.7010618406011,8.244836427965737,High
2024-03-01 06:45:00,40.876865246607146,-73.88000512981037,255,24.749644051236466,66.79166610157546,Green,Snow,0,0.14439675082052128,60,12,120.67574823359716,12.00284103848442,High
2024-03-01 06:50:00,40.73049578763185,-73.89162137769944,56,47.60108465146755,90.00809423653786,Red,Snow,0,0.20598219510165094,3,43,444.96075873289027,29.642294253699063,High
2024-03-01 06:55:00,40.745875800019235,-73.874817166361,99,42.31579683056478,69.41972209214416,Green,Fog,0,0.07925989020002411,60,16,258.9778936936625,12.524778448208602,Medium
2024-03-01 07:00:00,40.73054186257143,-73.71439598151098,204,72.28233218705788,13.803503943372705,Green,Fog,0,0.7362509224118237,49,6,191.25228028249262,27.166896999793035,High
2024-03-01 07:05:00,40.755200218779656,-73.98205755853449,276,44.72670945542277,75.0917986349789,Yellow,Snow,0,-0.2987596782652575,83,48,395.9984008939237,5.075853821674684,High
2024-03-01 07:10:00,40.717797581585295,-73.95396622756073,12,33.48544461921523,92.08795275754949,Green,Rain,0,0.4528701861430082,58,17,132.55482489075217,5.083560703150997,High
2024-03-01 07:15:00,40.70539299893224,-73.82581598558795,258,46.10589016548361,46.184200746738,Green,Snow,0,-0.07381467114980556,31,26,343.15496812552135,18.987468912198096,High
2024-03-01 07:20:00,40.740609538499484,-73.72645595726931,50,76.49639096987447,51.086794345997525,Yellow,Rain,1,-0.3941163102241947,64,14,488.19283857759655,6.174603273017594,High
2024-03-01 07:25:00,40.808918127924095,-73.97215632762808,243,18.77766727045603,36.33253143866247,Red,Clear,0,-0.1786643736468465,17,20,436.57967010993474,20.548946492552453,High
2024-03-01 07:30:00,40.771244586071134,-73.72864968022651,146,7.564113951555127,20.999440896506037,Yellow,Snow,1,0.5534776920632181,98,15,473.51708390575544,29.973091096460852,High
2024-03-01 07:35:00,40.70087341877587,-73.80459282818676,238,18.507264706515365,11.60467710480589,Yellow,Fog,0,0.7445034512281705,9,38,454.49864557048346,11.594265688362348,High
2024-03-01 07:40:00,40.67270710156572,-73.83752941451095,182,12.364228885211125,23.06227864544215,Green,Snow,0,0.44785729540329755,10,31,490.5286658880573,20.54937201248468,High
2024-03-01 07:45:00,40.77592546830461,-73.7057105349768,89,10.7753704319958,36.47811109770807,Yellow,Rain,0,-0.9213470034276974,19,42,136.49437997781274,19.16345516470161,High
2024-03-01 07:50:00,40.86493733023654,-73.93477405871339,113,28.5149956513012,71.2132812317127,Red,Rain,1,-0.6382984163513834,25,31,305.10991427282136,16.679060969242588,High
2024-03-01 07:55:00,40.66844155867246,-73.81323599220798,225,6.801842179656013,83.08514437541739,Red,Snow,0,-0.05810504661972593,72,27,172.04289848799442,9.31001482491007,High
2024-03-01 08:00:00,40.66537877291529,-73.99804710600621,69,32.70315419384916,22.79518358940257,Yellow,Fog,0,-0.921302194538703,68,4,244.23014151517958,23.552521809976135,Medium
2024-03-01 08:05:00,40.71317079674689,-73.9959881084863,258,19.914206581146722,56.733831448884786,Yellow,Snow,0,-0.9778148627003547,23,4,57.32850331576091,14.234916887005657,High
2024-03-01 08:10:00,40.72162002112708,-73.92651739665672,163,15.4537385704169,78.79140305352313,Red,Snow,0,0.07254520725633129,88,48,361.2870184472336,23.542359200373276,High
2024-03-01 08:15:00,40.62770821369171,-73.88757747349858,32,39.480482699528714,94.7018410364765,Red,Snow,0,-0.8734534877854891,79,37,281.64529966018586,25.259796431622146,High
2024-03-01 08:20:00,40.84718897058989,-73.97846008828311,248,39.37149026561634,16.44037795887595,Green,Rain,0,0.9980404341550222,44,22,136.89995820044393,11.666233564927307,High
2024-03-01 08:25:00,40.74333241255732,-73.96771574570221,187,53.52341624025693,91.56789853687586,Yellow,Rain,0,0.1565604420240556,44,42,449.0452657537846,27.226808523096093,High
2024-03-01 08:30:00,40.780228081213366,-73.74625486813882,230,56.564507665474615,36.35492680974481,Red,Fog,0,-0.9488712936783505,64,11,72.95203428493598,14.433362811129895,High
2024-03-01 08:35:00,40.84675590721381,-73.91212254266622,254,14.562958348882185,71.88242576194519,Yellow,Snow,0,-0.9518469371122005,28,47,264.54494088103615,9.354182902638678,High
2024-03-01 08:40:00,40.88745370259719,-73.99165105753465,176,43.39658174229107,78.61973699948632,Red,Snow,0,-0.3830014087038345,36,1,91.98672043399938,5.3534286733399865,Medium
